,osmid,type,object,name,lat,lon,geometry,city,historic,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,ref:temples.ru,contact:email,website,description,contact:vk,service_times,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
828,1027002121,memorial,historic,Л. Н. Толстому,55.7368788,37.5813635,POINT (37.5813635 55.7368788),Москва,memorial,,,,,,,,,,,,,,,,,,,,
829,1027322846,memorial,historic,Иоанникию и Софронию Лихудам,55.7560115,37.6235587,POINT (37.6235587 55.7560115),Москва,memorial,,,,,,,,ru:Братья Лихуды,,,,,,,,,,,,
830,1067164071,memorial,historic,В честь украинско-российской дружбы,55.8992278,37.6077048,POINT (37.6077048 55.8992278),Москва,memorial,,,2000,,,,,,,,,http://wikimapia.org/9657046/ru/%D0%9C%D0%BE%D0%BD%D1%83%D0%BC%D0%B5%D0%BD%D1%82-%D0%B2-%D1%87%D0%B5%D1%81%D1%82%D1%8C-%D1%83%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D1%81%D0%BA%D0%BE-%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%B9-%D0%B4%D1%80%D1%83%D,два пограничных столба,,,,,,,
831,1070716586,memorial,historic,И. Е. Репину,55.7449134,37.6178602,POINT (37.6178602 55.7449134),Москва,memorial,,,,,,,,ru:Памятник Репину (Москва),,,,,,,,,,,,
832,1082874746,memorial,historic,Cоветским летчикам,55.5805517,37.6489712,POINT (37.6489712 55.5805517),Москва,memorial,,,,,,,,,,,,,,,,,,,,
833,1086067195,memorial,historic,Т-34-85,55.7721187,37.7529731,POINT (37.7529731 55.7721187),Москва,memorial,,,,,,,,,,,,,,,,,,,,
834,1086067230,memorial,historic,"БМ-13 ""Катюша""",55.7722948,37.7529582,POINT (37.7529582 55.7722948),Москва,memorial,,,,,,,,,,,,,,,,,,,,
835,1086067266,memorial,historic,Зенитное орудие,55.7724733,37.752945,POINT (37.752945 55.7724733),Москва,memorial,,,,,,,,,,,,,,,,,,,,
836,1089676283,memorial,historic,Н. Ф. Филатову,55.7333659,37.5738901,POINT (37.5738901 55.7333659),Москва,memorial,,,,,,,,,,,,,,,,,,,,
837,1096224117,memorial,historic,Соловецкий камень,55.7591305,37.6276092,POINT (37.6276092 55.7591305),Москва,memorial,,,,,,,,ru:Соловецкий камень,,,,,,,,,,,,
838,1096235294,memorial,historic,А. Л. Мясникову,55.7567043,37.638288,POINT (37.638288 55.7567043),Москва,memorial,,,,,,,,,,,,,,,,,,,,
839,1100514411,memorial,historic,Народным ополченцам,55.7760381,37.4791426,POINT (37.4791426 55.7760381),Москва,memorial,,,,,,,,,,,,,,,,,,,,
840,1107716196,memorial,historic,В. И. Ленину,55.7978998,37.474528,POINT (37.474528 55.7978998),Москва,memorial,,,,,,,,,,,,,,,,,,,,
841,1110303802,memorial,historic,Метростроевцы в забое,55.7822012,37.7053155,POINT (37.7053155 55.7822012),Москва,memorial,,,,,,,,,,,,,,,,,,,,
842,1123938810,memorial,historic,С. С. Бирюзову,55.7981721,37.4841891,POINT (37.4841891 55.7981721),Москва,memorial,,,,,,,,,,,,,Памятный знак Маршалу Советского Союза С. С. Бирюзову,,,,,,,
843,1136187031,memorial,historic,Белорусским партизанам,55.7766263,37.5830552,POINT (37.5830552 55.7766263),Москва,memorial,,,,,,,,,,,,,,,,,,,,
844,1142662936,memorial,historic,Б. Ш. Окуджаве,55.7481529,37.5878236,POINT (37.5878236 55.7481529),Москва,memorial,,,,,,,,,,,,,,,,,,,,
845,1145283024,memorial,historic,А. И. Хачатуряну,55.7594686,37.6082184,POINT (37.6082184 55.7594686),Москва,memorial,,,,,,,,ru:Памятник Хачатуряну (Москва),,,,,,,,,,,,
846,1151920472,memorial,historic,30 лет Победы,55.8081328,37.7214977,POINT (37.7214977 55.8081328),Москва,memorial,,,1975,,,,,,,,,,,,,,,,,
847,1154142677,memorial,historic,Павшим в Великой Отечественной войне,55.79768,37.5114033,POINT (37.5114033 55.79768),Москва,memorial,,,,,,,,,,,,,,,,,,,,
848,1154142717,memorial,historic,Москва — павшим российским воинам,55.7978793,37.5116864,POINT (37.5116864 55.7978793),Москва,memorial,,,,,,,,,,,,,,,,,,,,
849,1161887274,memorial,historic,А. П. Чехову,55.7595927,37.6130687,POINT (37.6130687 55.7595927),Москва,memorial,,,,,,,,ru:Памятник А. П. Чехову (Москва),,,,,,,,,,,,
850,1164315488,memorial,historic,А. Г. Дояренко,55.8341776,37.5538428,POINT (37.5538428 55.8341776),Москва,memorial,,,,,,,,"ru:Дояренко, Алексей Григорьевич",,,,,,,,,,,,
851,1195608134,memorial,historic,Г. К. Жукову,55.6553762,37.6494408,POINT (37.6494408 55.6553762),Москва,memorial,,,,,,,,,,,,,бюст Маршалу Советского Союза,,,,,,,
852,1203841447,memorial,historic,В. В. Глаголеву,55.7857836,37.4634073,POINT (37.4634073 55.7857836),Москва,memorial,,,,,,,,,,,,,,,,,,,,
853,1203961755,memorial,historic,Дмитрий Донской,55.5682479,37.5745996,POINT (37.5745996 55.5682479),Москва,memorial,,,,,,,,,,,,,,,,,,,,
854,1225956166,memorial,historic,В. И. Ленину и Н. К. Крупской,55.6805612,37.5328111,POINT (37.5328111 55.6805612),Москва,memorial,,,1989-04-21,,,,,,,,,,,,,,,,,
855,1226782372,memorial,historic,Работникам почты Ярославского вокзала,55.7792549,37.6590755,POINT (37.6590755 55.7792549),Москва,memorial,,,,,,,,,,,,,,,,,,,,
856,1244400430,memorial,historic,П. С. Рыбалко,55.7960432,37.4954991,POINT (37.4954991 55.7960432),Москва,memorial,,,,,,,,,,,,,,,,,,,,
857,1246528843,memorial,historic,В. И. Ленину,55.6853481,37.5657956,POINT (37.5657956 55.6853481),Москва,memorial,,,,,,,,,,,,,,,,,,,,
858,1246573659,memorial,historic,Павшим воинам стоявшим насмерть во имя жизни,55.5631134,37.582423,POINT (37.582423 55.5631134),Москва,memorial,,,,,,,,,,,,,,,,,,,,
859,1247422500,memorial,historic,"Трудящимся завода Мосметрострой, павшим в Великой Отечественной войне",55.8161567,37.7564263,POINT (37.7564263 55.8161567),Москва,memorial,,,,,,,,,,,,,,,,,,,,
860,1250966414,memorial,historic,Н. А. Семашко,55.7310064,37.5685531,POINT (37.5685531 55.7310064),Москва,memorial,,,,,,,,,,,,,,,,,,,,
861,1251707271,memorial,historic,Янке Купале,55.7424078,37.539632,POINT (37.539632 55.7424078),Москва,memorial,,,2007-07-07,,,,,ru:Памятник Янке Купале (Москва),,,,,,,,,,,,
862,1253893833,memorial,historic,Металлургу,55.7571801,37.7813419,POINT (37.7813419 55.7571801),Москва,memorial,,,,,,,,,,,,,,,,,,,,
863,1263405938,memorial,historic,"Жителям Очакова, погибшим в Великой Отечественной войне",55.6759581,37.4457622,POINT (37.4457622 55.6759581),Москва,memorial,,,,,,,,,,,,,,,,,,,,
864,1264096869,memorial,historic,В. Р. Вильямсу,55.8334991,37.5495538,POINT (37.5495538 55.8334991),Москва,memorial,,,,,,,,"ru:Вильямс, Василий Робертович",,,,,,,,,,,,
865,1264096887,memorial,historic,К. А. Тимирязеву,55.8331596,37.5507777,POINT (37.5507777 55.8331596),Москва,memorial,,,,,,,,"ru:Тимирязев, Климент Аркадьевич",,,,,,,,,,,,
866,1264096918,memorial,historic,Н. И. Железнову,55.8333397,37.5523643,POINT (37.5523643 55.8333397),Москва,memorial,,,,,,,,,,,,,,,,,,,,
867,1264847859,memorial,historic,М. Н. Тухачевскому,55.7835295,37.4777123,POINT (37.4777123 55.7835295),Москва,memorial,,,,,,,,,,,,,,,,,,,,
868,1264990927,memorial,historic,Д. Н. Прянишникову,55.8346016,37.5471035,POINT (37.5471035 55.8346016),Москва,memorial,,,,,,,,"ru:Прянишников, Дмитрий Николаевич",,,,,,,,,,,,
869,1274515687,memorial,historic,К. Э. Циолковскому,55.7932142,37.5501282,POINT (37.5501282 55.7932142),Москва,memorial,,,,,,,,,,,,,,,,,,,,
870,1274515741,memorial,historic,Н. Е. Жуковскому,55.7924334,37.5517765,POINT (37.5517765 55.7924334),Москва,memorial,,,1959,,,,,,,,,,,,,,,,,
871,1277580853,memorial,historic,Джавахарлалу Неру,55.6932047,37.5387134,POINT (37.5387134 55.6932047),Москва,memorial,,,,,,,,,,,,,,,,,,,,
872,1279026242,memorial,historic,Погибшим в войне 1941-1945,55.8029371,37.5630186,POINT (37.5630186 55.8029371),Москва,memorial,,,,,,,,,,,,,,,,,,,,
873,1280512167,memorial,historic,Мемориал городам-героям,55.8613824,37.4454789,POINT (37.4454789 55.8613824),Москва,memorial,,,,,,,,,,,,,1980 год,,,,,,,
874,1288893996,memorial,historic,Спортсмен с гранатой,55.8066394,37.4660536,POINT (37.4660536 55.8066394),Москва,memorial,,,,,,,,,,,,,,,,,,,,
875,1293293788,memorial,historic,А. С. Пушкину,55.7708964,37.6783394,POINT (37.6783394 55.7708964),Москва,memorial,,,,,,,,,,,,,,,,,,,,
876,1295411798,memorial,historic,Защитникам революции,55.6206036,37.6814415,POINT (37.6814415 55.6206036),Москва,memorial,,,,,,,,,,,,,,,,,,,,
877,1298391850,memorial,historic,"воинам-интернационалистам, погибшим в Афганистане",55.809839,37.4553615,POINT (37.4553615 55.809839),Москва,memorial,,,,,,,,,,,,,,,,,,,,
878,1308974650,memorial,historic,Маршалу Коневу,55.7970747,37.488646,POINT (37.488646 55.7970747),Москва,memorial,,,,,,,,,,,,,,,,,,,,
879,1314805516,memorial,historic,850 лет Москвы,55.6426103,37.7284019,POINT (37.7284019 55.6426103),Москва,memorial,,,,,,,,,,,,,,,,,,,,
880,1325967025,memorial,historic,М. И. Кутузову,55.7385672,37.5242673,POINT (37.5242673 55.7385672),Москва,memorial,,,,,,,,,,,,,,,,,,,,
881,1325967050,memorial,historic,В. С. Гризодубовой,55.7394406,37.5294281,POINT (37.5294281 55.7394406),Москва,memorial,,,2000-09-01,,,,,,,,,,,,,,,,,
882,1327904837,memorial,historic,Защитникам земли Русской,55.7314843,37.4920099,POINT (37.4920099 55.7314843),Москва,memorial,,,,,,,,,,,,,,,,,,,,
883,1331167648,memorial,historic,В. В. Куйбышев,55.7961026,37.7089976,POINT (37.7089976 55.7961026),Москва,memorial,,,,,,,,,,,,,,,,,,,,
884,1334562944,memorial,historic,И. А. Крылову,55.7645367,37.5914052,POINT (37.5914052 55.7645367),Москва,memorial,,,1976-09-17,,,,,ru:Памятник И. А. Крылову (Москва),,,,,,,,,,,,
885,1338364073,memorial,historic,Гагарину Юрию Алексеевичу,55.6766418,37.5054322,POINT (37.5054322 55.6766418),Москва,memorial,,,,,,,,,,,,,,,,,,,,
886,1352865160,memorial,historic,М. А. Шолохову,55.7469368,37.5999031,POINT (37.5999031 55.7469368),Москва,memorial,,,,,,,,"ru:Памятник Шолохову (Москва, Гоголевский бульвар)",,,,,,,,,,,,
887,1359108784,memorial,historic,Георгию Димитрову,55.7390942,37.616914,POINT (37.616914 55.7390942),Москва,memorial,,,,,,,,ru:Памятник Георгию Димитрову (Москва),,,,,,,,,,,,
888,1359125027,memorial,historic,А. Н. Островскому,55.7390585,37.6265131,POINT (37.6265131 55.7390585),Москва,memorial,,,,,,,,,,,,,,,,,,,,
889,1359140853,memorial,historic,И. В. Мичурину,55.8344747,37.6166907,POINT (37.6166907 55.8344747),Москва,memorial,,,,,,,,,,,,,,,,,,,,
890,1359319161,memorial,historic,В. И. Ленину,55.8383307,37.6576099,POINT (37.6576099 55.8383307),Москва,memorial,,,,,,,,,,,,,,,,,,,,
891,1361992768,memorial,historic,Бескудниковской железнодорожной ветке,55.8614941,37.6122962,POINT (37.6122962 55.8614941),Москва,memorial,,,,,,,,,,,,,,,,,,,,
892,1367901767,memorial,historic,Габдулле Тукаю,55.7372629,37.6313247,POINT (37.6313247 55.7372629),Москва,memorial,,,,,,,,ru:Памятник Габдулле Тукаю (Москва),,,,,,,,,,,,
893,1368020865,memorial,historic,А.Е.Бадаев,55.7495475,37.5596071,POINT (37.5596071 55.7495475),Москва,memorial,,,,,,,,,,,,,,,,,,,,
894,1371469619,memorial,historic,"Подвижный зенитно-ракетный комплекс С-75 ""Десна""-2",55.8490768,37.3675973,POINT (37.3675973 55.8490768),Москва,memorial,,,,,,,,,,,,,пушка (см. мемориал южнее),,,,,,,
895,1375168966,memorial,historic,Спасателям,55.7227502,37.4615075,POINT (37.4615075 55.7227502),Москва,memorial,,,,,,,,,,,,,,,,,,,,
896,1384362546,memorial,historic,Артёму Боровику,55.6612721,37.7585468,POINT (37.7585468 55.6612721),Москва,memorial,,,,,,,,,,,,,,,,,,,,
897,1386848271,memorial,historic,В ознаменование 300-летия Российского флота,55.771986,37.634701,POINT (37.634701 55.771986),Москва,memorial,,,,,,,,,,,,,"На этой площади находилась Сухарева башня, в которой с1701 по 1715 размещались навигационные классы - первое светское учебное заведение, готовившее кадры для Российского флота и государства",,,,,,,
898,1391583250,memorial,historic,Тушинцам - участникам Великой Отечественной войны,55.8471021,37.4393538,POINT (37.4393538 55.8471021),Москва,memorial,,,,,,,,,,,,,,,,,,,,
899,1394933259,memorial,historic,В. И. Ленину,55.7800205,37.6890139,POINT (37.6890139 55.7800205),Москва,memorial,,,,,,,,,,,,,,,,,,,,
900,1398493046,memorial,historic,Героям фронтовых дорог,55.8149247,37.7368036,POINT (37.7368036 55.8149247),Москва,memorial,,,,,,,,,,,,,,,,,,,,
901,1398786329,memorial,historic,М.В.Хруничеву,55.7530257,37.4972065,POINT (37.4972065 55.7530257),Москва,memorial,,,,,,,,,,,,,,,,,,,,
902,1406181654,memorial,historic,Ликвидаторам радиационных аварий,55.8909423,37.6207685,POINT (37.6207685 55.8909423),Москва,memorial,,,,,,,,,,,,,,,,,,,,
903,1431197509,memorial,historic,Полет Стратостата,55.7409973,37.4715638,POINT (37.4715638 55.7409973),Москва,memorial,,,,,,,,,,,,,"30 января 1934 г. с находившегося на этом месте поля воздухоплавательного дивизиона был осуществлен полет на рекордную высоту 22000 метров стратостата ""ОСОАВИАХИМ-1""",,,,,,,
904,1432686888,memorial,historic,"Памятный камень ""Набережная Шитова""",55.8031213,37.7294972,POINT (37.7294972 55.8031213),Москва,memorial,,,,,,,,,,,,,,,,,,,,
905,1432972138,memorial,historic,Ф. Э. Дзержинскому,55.8055861,37.6373478,POINT (37.6373478 55.8055861),Москва,memorial,,,,,,,,,,,,,,,,,,,,
906,1469862660,memorial,historic,Н.Э. Бауману,55.7720412,37.6734876,POINT (37.6734876 55.7720412),Москва,memorial,,,,,,,,"ru:Памятник Н. Э. Бауману (Москва, Елоховская площадь)",,,,,,,,,,,,
907,1483627096,memorial,historic,Путь 3-ей ударной армии,55.7808729,37.4379841,POINT (37.4379841 55.7808729),Москва,memorial,,,,,,,,,,,,,,,,,,,,
908,1483627098,memorial,historic,ИС-2,55.7812092,37.4388959,POINT (37.4388959 55.7812092),Москва,memorial,,,,,,,,,,,,,,,,,,,,
909,1516559516,memorial,historic,Членам ВКП(б),55.7404491,37.7597271,POINT (37.7597271 55.7404491),Москва,memorial,,,,,,,,,,,,,,,,,,,,
910,1527894509,memorial,historic,М. Ю. Лермонтову,55.7692631,37.6509158,POINT (37.6509158 55.7692631),Москва,memorial,,,1965,,,,,ru:Памятник Лермонтову (Москва),,,,,,,,,,,,
911,1528213295,memorial,historic,А. С. Пушкину,55.77193,37.6722598,POINT (37.6722598 55.77193),Москва,memorial,,,,,,,,,,,,,,,,,,,,
